dis	rel	gene
C2749675	disease_gene	ERCC1
C0151744	disease_gene	MAPRE1
C0015923	disease_gene	SHH
C3714756	disease_gene	KYNU
C0085669	disease_gene	XRCC4
C0041834	disease_gene	C9
C0595939	disease_gene	ZMPSTE24
C0085423	disease_gene	RNASE3
C0020534	disease_gene	CHRND
C4021160	disease_gene	ERF
C0028738	disease_gene	PMPCA
C0431904	disease_gene	GPC3
C0235946	disease_gene	FUCA1
C4020875	disease_gene	GCK
C1305420	disease_gene	RPS6KA3
C1858085	disease_gene	POLR1D
C0235659	disease_gene	RYR1
C1864897	disease_gene	GMPPB
C1839839	disease_gene	MRX27
C4280642	disease_gene	FGFR3
C0031256	disease_gene	GATA1
C0038454	disease_gene	HTR4
C0002871	disease_gene	LAMA3
C4277682	disease_gene	IL17A
C0438717	disease_gene	ATM
C0009447	disease_gene	MS4A1
C1565489	disease_gene	CYBA
C1844813	disease_gene	FGF3
C1836508	disease_gene	MAPK10
C4280320	disease_gene	ATRX
C1859117	disease_gene	CR2
C0687149	disease_gene	MAP3K1
C4280648	disease_gene	EDN1
C0023893	disease_gene	FXYD6
C1400105	disease_gene	ASPH
C0162557	disease_gene	MAPK8
C0023893	disease_gene	DYSF
C0010200	disease_gene	TCF3
C0346647	disease_gene	STK11
C0024141	disease_gene	SLEB12
C0018916	disease_gene	SDHB
C1850667	disease_gene	RAD21
C1863659	disease_gene	MYH9
C1837658	disease_gene	COL1A1
C0237326	disease_gene	TCF4
C4020876	disease_gene	DMD
C4020876	disease_gene	CCDC22
C0728829	disease_gene	DCAF8
C4021618	disease_gene	NEK1
C1961102	disease_gene	ABL1
C0265998	disease_gene	ZBTB20
C0007131	disease_gene	CARD18
C3279664	disease_gene	GATA2
C0598608	disease_gene	PON1
C3551426	disease_gene	FERMT1
C4020875	disease_gene	KIF1BP
C0010417	disease_gene	EVC
C0026848	disease_gene	ND4
C0007134	disease_gene	ZNF804A
C1864897	disease_gene	BRF1
C0007621	disease_gene	PTK2
C0004096	disease_gene	EDN1
C4280655	disease_gene	MAGEL2
C1837404	disease_gene	BBS4
C0040412	disease_gene	KDM5C
C3805574	disease_gene	TCIRG1
C1112705	disease_gene	CRYBB1
C0154671	disease_gene	PCCA
C0236736	disease_gene	HTR1A
C0009806	disease_gene	LHX3
C0038990	disease_gene	IKBKAP
C0268465	disease_gene	QDPR
C4021627	disease_gene	FGFR3
C1839604	disease_gene	NPHS1
C0025362	disease_gene	SMC1A
C0023893	disease_gene	PPP1R18
C0263417	disease_gene	SLCO2A1
C1522137	disease_gene	FLII
C1834118	disease_gene	PQBP1
C0796205	disease_gene	GJB1
C1848030	disease_gene	PPM1B
C1836047	disease_gene	COMT
C0240295	disease_gene	UBA1
C3553764	disease_gene	ABCC9
C0027627	disease_gene	TP53
C1866862	disease_gene	TRNL1
C0576093	disease_gene	IARS2
C0557874	disease_gene	TSHR
C1839630	disease_gene	PEX10
C1522137	disease_gene	PHKG2
C0030312	disease_gene	PCCA
C0037274	disease_gene	ZFAND6
C0011849	disease_gene	SLC19A2
C0751435	disease_gene	PAH
C1857108	disease_gene	HPGD
C4020875	disease_gene	SMC3
C4021768	disease_gene	CTNNB1
C0747085	disease_gene	HYDIN
C1854919	disease_gene	SLC9A6
C0409348	disease_gene	WISP3
C0036572	disease_gene	GLDC
C1837481	disease_gene	MATN3
C0002395	disease_gene	LEP
C2678483	disease_gene	AKAP9
C1854301	disease_gene	IGF2
C2677762	disease_gene	STIM1
C0917801	disease_gene	PRNP
C0023893	disease_gene	ZBTB4
C4020875	disease_gene	OTX2
C0026821	disease_gene	ATXN2
C1859461	disease_gene	CLCN5
C0497247	disease_gene	FOXE3
C0525045	disease_gene	HDAC4
C3489796	disease_gene	THRB
C4021768	disease_gene	STS
C0005586	disease_gene	MMP9
C0038379	disease_gene	SIM1
C0520743	disease_gene	CYBB
C0521525	disease_gene	FGD1
C0011351	disease_gene	ITGA6
C0162538	disease_gene	IL2RA
C0078917	disease_gene	PMPCA
C2677505	disease_gene	MFT2
C3552463	disease_gene	TBR1
C0042024	disease_gene	ARSA
C0334082	disease_gene	PTEN
C0152441	disease_gene	EXT1
C1837081	disease_gene	RMRP
C1861403	disease_gene	GABRG2
C0003467	disease_gene	UNC13A
C0040034	disease_gene	SARS2
C1839604	disease_gene	NOTCH2
C0036341	disease_gene	FAM3D
C0423109	disease_gene	CEP135
C0266631	disease_gene	CPLX1
C0029453	disease_gene	AVP
C0595939	disease_gene	ALPL
C0235095	disease_gene	CRX
C1861403	disease_gene	COX3
C1866862	disease_gene	CD27
C4072835	disease_gene	GAN
C0005283	disease_gene	EPO
C0007758	disease_gene	SLC16A2
C0036341	disease_gene	PLA2G7
C0151825	disease_gene	ATP7B
C0042963	disease_gene	TCN2
C1846345	disease_gene	SLC12A1
C0018834	disease_gene	NIPBL
C0339789	disease_gene	NTNG1
C0037932	disease_gene	RMRP
C0018784	disease_gene	USH2A
C0025261	disease_gene	SLC6A3
C0016382	disease_gene	PEPD
C0085400	disease_gene	PRNP
C1854418	disease_gene	GATA4
C0021359	disease_gene	USP8
C0406502	disease_gene	TELAB1
C0240912	disease_gene	POR
C0020517	disease_gene	DSG1
C0014859	disease_gene	PRDX2
C1857121	disease_gene	GALC
C0850715	disease_gene	CYP2A6
C0007621	disease_gene	CCL18
C1849937	disease_gene	GPC6
C0700078	disease_gene	ABHD12
C4020885	disease_gene	PEX26
C0025261	disease_gene	STAT3
C0241355	disease_gene	POLR3B
C0392386	disease_gene	FANCD2
C0025202	disease_gene	NPPA
C0026827	disease_gene	RET
C0221354	disease_gene	GJA5
C0151686	disease_gene	ADSL
C1968607	disease_gene	GPC6
C0040822	disease_gene	PRNP
C0339539	disease_gene	LRP5
C2748958	disease_gene	CR2
C2931471	disease_gene	GNE
C0042109	disease_gene	FASLG
C0026827	disease_gene	ETFDH
C0029172	disease_gene	ZEB1
C0027947	disease_gene	CSF3
C0037932	disease_gene	CREBBP
C0233778	disease_gene	SYNSTH
C4230640	disease_gene	CENPF
C0557874	disease_gene	KDM6A
C0239234	disease_gene	TGDS
C0427055	disease_gene	COL12A1
C4277682	disease_gene	BAX
C4021753	disease_gene	INS
C0919267	disease_gene	DOK1
C0155320	disease_gene	CACNA1D
C4021745	disease_gene	PDGFRB
C0558165	disease_gene	JUP
C4024665	disease_gene	PCYT1A
C0027627	disease_gene	RECK
C0349588	disease_gene	RAF1
C0021051	disease_gene	TGFB1
C1838990	disease_gene	ND1
C0013336	disease_gene	RMRP
C4020899	disease_gene	LAMTOR2
C4020899	disease_gene	CFI
C0001973	disease_gene	IL10
C0085583	disease_gene	DDC
C0151686	disease_gene	MALT1
C0392386	disease_gene	MYH9
C0546967	disease_gene	DGCR2
C0007134	disease_gene	M6PR
C1848654	disease_gene	ATP7A
C0033687	disease_gene	CUBN
C0037932	disease_gene	CDKL5
C1855009	disease_gene	NDUFAF4
C0011581	disease_gene	GALR2
C2751608	disease_gene	POU1F1
C1848736	disease_gene	BSCL2
C0086543	disease_gene	GNAS
C0003811	disease_gene	GNA11
C0427149	disease_gene	KIF1B
C1865343	disease_gene	OPLL
C0024117	disease_gene	MMP9
C2315100	disease_gene	ST3GAL5
C0025160	disease_gene	SNAI2
C0026826	disease_gene	PSAT1
C3714745	disease_gene	SLC2A2
C0011570	disease_gene	CDH13
C0042109	disease_gene	SELE
C0079924	disease_gene	PKHD1
C0877165	disease_gene	COL11A2
C4020847	disease_gene	RFC2
C0009918	disease_gene	COL7A1
C0003467	disease_gene	NDP
C0010068	disease_gene	ESR2
C4021254	disease_gene	NECTIN1
C0086437	disease_gene	DCHS1
C0026827	disease_gene	PEX12
C0017601	disease_gene	CEP152
C0024421	disease_gene	AIP
C0017566	disease_gene	RIN2
C4025846	disease_gene	HCRT
C1840392	disease_gene	KITLG
C0268630	disease_gene	TMEM70
C0020678	disease_gene	DSG1
C3278923	disease_gene	MRPS16
C1838701	disease_gene	MYO7A
C1836550	disease_gene	ETHE1
C0240295	disease_gene	TGDS
C0038356	disease_gene	RPS19
C1859860	disease_gene	OXCT1
C0005138	disease_gene	ACE
C0039231	disease_gene	KNG1
C0036572	disease_gene	SLC12A6
C3714756	disease_gene	UBE2A
C0151786	disease_gene	TRNE
C1848673	disease_gene	NPAP1
C0343073	disease_gene	JUP
C3887496	disease_gene	DLX5
C0344550	disease_gene	FZD4
C1839424	disease_gene	CA5A
C0557874	disease_gene	WNT1
C0751883	disease_gene	AGRN
C0020615	disease_gene	PCCB
C0347959	disease_gene	SUCLG1
C0271578	disease_gene	TACR3
C4020899	disease_gene	PDE6C
C0040034	disease_gene	GP9
C0007137	disease_gene	NFE2L2
C0030297	disease_gene	CLPTM1
C0029442	disease_gene	PHEX
C4021560	disease_gene	SEC23A
C0036572	disease_gene	PC
C0221260	disease_gene	GJB6
C4020875	disease_gene	SRCAP
C1854418	disease_gene	TMEM138
C0024143	disease_gene	MMP2
C0018798	disease_gene	TWIST1
C0032019	disease_gene	GH1
C1845847	disease_gene	GPC3
C0003537	disease_gene	GRN
C0266667	disease_gene	OTX2
C0040433	disease_gene	SATB2
C0026838	disease_gene	ELN
C1855019	disease_gene	NDUFS2
C1861329	disease_gene	AKT1
C0041696	disease_gene	HSPA1L
C4020821	disease_gene	MYH3
C0002170	disease_gene	NRAS
C4020958	disease_gene	VDR
C0028738	disease_gene	TUBGCP4
C1837098	disease_gene	MEN1
C0032285	disease_gene	RNF125
C0747085	disease_gene	CD3D
C0007758	disease_gene	FTL
C0019693	disease_gene	CCT3
C0426891	disease_gene	GPC4
C1864897	disease_gene	RPS28
C0749420	disease_gene	SLC26A4
C1269683	disease_gene	GMIP
C0427055	disease_gene	DNA2
C0234860	disease_gene	NIPBL
C4020876	disease_gene	NECTIN1
C0917816	disease_gene	WWOX
C0022821	disease_gene	TPI1
C0266054	disease_gene	APC2
C1854114	disease_gene	SLC12A6
C0152423	disease_gene	GLI3
C0014544	disease_gene	SKI
C0231687	disease_gene	BSCL2
C0702166	disease_gene	ARVCF
C1864897	disease_gene	CIT
C0427055	disease_gene	CHKB
C0399357	disease_gene	CREBBP
C0009080	disease_gene	PTH1R
C2750088	disease_gene	COMT
C1848192	disease_gene	ZBTB20
C0236969	disease_gene	SEMA6D
C0796275	disease_gene	MAOA
C0231835	disease_gene	BTD
C4280516	disease_gene	SLC29A3
C4021392	disease_gene	IRF6
C1840087	disease_gene	FGFR3
C0011849	disease_gene	GNAS
C0162119	disease_gene	RAG1
C0600427	disease_gene	CHRNA3
C0231246	disease_gene	POLG
C0011853	disease_gene	ID1
C4025114	disease_gene	RECQL4
C0025362	disease_gene	PTCH1
C0151942	disease_gene	PROS1
C0349588	disease_gene	XRCC2
C0027055	disease_gene	MIR376B
C0333913	disease_gene	TYR
C0038002	disease_gene	F5
C2267233	disease_gene	CNTN1
C1837260	disease_gene	SETBP1
C0206727	disease_gene	SUZ12
C1855062	disease_gene	CLIP2
C1864897	disease_gene	MRPL3
C0033687	disease_gene	HLA-DPB1
C0497247	disease_gene	B2M
C0334008	disease_gene	PDGFB
C1844704	disease_gene	COL9A3
C1849540	disease_gene	CTSK
C0023893	disease_gene	RGS2
C0014116	disease_gene	WASHC5
C0241210	disease_gene	SOBP
C3150077	disease_gene	COL9A2
C4280431	disease_gene	GNAI3
C1847730	disease_gene	OPA1
C0014170	disease_gene	ABCC9
C0751285	disease_gene	BCKDHA
C0018916	disease_gene	PTEN
C4020876	disease_gene	AHDC1
C0751093	disease_gene	TH
C0151576	disease_gene	POLG
C0410179	disease_gene	COL6A3
C0008925	disease_gene	SUMO1
C3665347	disease_gene	TULP1
C1849121	disease_gene	GTF2I
C1458155	disease_gene	HIST1H2BK
C4021768	disease_gene	GH1
C4280654	disease_gene	PEX16
C4280664	disease_gene	FMR1
C0557874	disease_gene	PDHX
C0085636	disease_gene	LTBP2
C1849367	disease_gene	CPLX1
C1737260	disease_gene	GATA2
C4225225	disease_gene	MAPRE2
C0424551	disease_gene	NDUFS1
C0009917	disease_gene	BANF1
C0342276	disease_gene	GCK
C1857130	disease_gene	PTDSS1
C0042798	disease_gene	CRB1
C0263523	disease_gene	POC1A
C1853486	disease_gene	ALX3
C0020538	disease_gene	PROC
C1446712	disease_gene	TNNI2
C0233715	disease_gene	LRPPRC
C0024809	disease_gene	NRG1
C0002170	disease_gene	SRD5A2
C4020876	disease_gene	ZBTB18
C4280615	disease_gene	HRAS
C4025838	disease_gene	NHP2
C0006625	disease_gene	CENPE
C3279614	disease_gene	TBXA2R
C1264041	disease_gene	VWF
C2315100	disease_gene	AUH
C0033687	disease_gene	HNF1B
C0747085	disease_gene	SRCAP
C4280538	disease_gene	CENPE
C0038356	disease_gene	ID4
C1848570	disease_gene	PTDSS1
C0025995	disease_gene	PCNT
C0036341	disease_gene	GABRA5
C4225278	disease_gene	POT1
C0282631	disease_gene	CCBE1
C0263504	disease_gene	RIPK4
C0040822	disease_gene	TTC19
C2051831	disease_gene	SLC9A6
C0700208	disease_gene	FUCA1
C0008525	disease_gene	IMPG1
C0266544	disease_gene	RAB18
C0016202	disease_gene	RPS6KA3
C0027626	disease_gene	DMD
C1858656	disease_gene	GH1
C4020844	disease_gene	NPR2
C0042510	disease_gene	KCNE1
C2981150	disease_gene	TGDS
C0029124	disease_gene	COX3
C0240635	disease_gene	PEX5
C1457883	disease_gene	VPS13A
C0022665	disease_gene	BRAF
C0086543	disease_gene	PLOD3
C3266101	disease_gene	COMT
C0014534	disease_gene	UNG
C0014170	disease_gene	BIRC5
C0014553	disease_gene	KCNK9
C0008924	disease_gene	FGF10
C0007873	disease_gene	CASP8
C1857093	disease_gene	DYT2
C2315100	disease_gene	HADHA
C4020875	disease_gene	KIF22
C0235942	disease_gene	FGFR1
C0431663	disease_gene	SRY
C0333913	disease_gene	MITF
C0271321	disease_gene	COL7A1
C0005745	disease_gene	TRNQ
C4020899	disease_gene	POMP
C1860253	disease_gene	RPS6KA3
C1866730	disease_gene	COG1
C1835581	disease_gene	PTEN
C0021846	disease_gene	PTGS1
C0032460	disease_gene	TMEM151A
C0268731	disease_gene	PRTN3
C4280565	disease_gene	COL9A3
C4020810	disease_gene	PSAP
C0151889	disease_gene	PSAP
C4020874	disease_gene	FGFR3
C3280346	disease_gene	P3H2
C1862425	disease_gene	LETM1
C0016663	disease_gene	AGXT
C0158733	disease_gene	FANCB
C1843077	disease_gene	DNM2
C0751336	disease_gene	MPD3
C0162298	disease_gene	SLC26A2
C0005586	disease_gene	GCH1
C4083076	disease_gene	ETFDH
C0231835	disease_gene	ABCA3
C0026705	disease_gene	IDS
C4225418	disease_gene	TAF1
C1846223	disease_gene	ZMPSTE24
C0035412	disease_gene	MSH6
C0002896	disease_gene	GDF15
C1956257	disease_gene	GTF2I
C0001418	disease_gene	SYCP1
C1317785	disease_gene	SATB2
C1832277	disease_gene	GARS
C0086543	disease_gene	TDRD7
C1849367	disease_gene	GJA1
C0030297	disease_gene	TFPI2
C0024115	disease_gene	SCNN1B
C0022821	disease_gene	HSPG2
C0032463	disease_gene	IFNA2
C3275417	disease_gene	TK2
C0233715	disease_gene	RNF125
C3887611	disease_gene	PRNP
C0036572	disease_gene	ANKLE2
C0747078	disease_gene	IRX5
C0027540	disease_gene	SOD3
C4022978	disease_gene	F12
C0024121	disease_gene	PTGIS
C0018777	disease_gene	RP2
C0239998	disease_gene	DEAF1
C0339273	disease_gene	TACSTD2
C4024168	disease_gene	PTCH1
C0683322	disease_gene	AKT1
C0423903	disease_gene	CREBBP
C1842003	disease_gene	TREX1
C1840077	disease_gene	PEX19
C4280640	disease_gene	FGFR3
C0020564	disease_gene	PTEN
C0266623	disease_gene	EMD
C0338656	disease_gene	TRNP
C0042963	disease_gene	CPOX
C0001973	disease_gene	CDH5
C3806467	disease_gene	CHAT
C0018784	disease_gene	MAFB
C4020876	disease_gene	HUWE1
C2675520	disease_gene	XRCC2
C4021776	disease_gene	TSPYL1
C0015230	disease_gene	APOA1
C0702166	disease_gene	PRKACA
C0221151	disease_gene	AIMP1
C1865030	disease_gene	COL11A2
C0271829	disease_gene	SLC26A4
C0241054	disease_gene	KRT14
C0011581	disease_gene	ABCB1
C0432284	disease_gene	NOTCH3
C0156312	disease_gene	WFS1
C4025319	disease_gene	EIF2B4
C0009421	disease_gene	GCG
C0221354	disease_gene	CDKN1C
C0151786	disease_gene	AFG3L2
C0025362	disease_gene	RPS6KA3
C0085548	disease_gene	PKHD1
C0026769	disease_gene	MS2
C0028754	disease_gene	ADH1B
C0339789	disease_gene	FUCA1
C0151889	disease_gene	ACOX1
C0020476	disease_gene	CETP
C1843156	disease_gene	TRNC
C0038379	disease_gene	COX10
C0001624	disease_gene	TP53
C1458140	disease_gene	GGCX
C1527336	disease_gene	TNIP1
C0021296	disease_gene	FLNB
C4020899	disease_gene	POLR3B
C0018133	disease_gene	MTHFR
C3887875	disease_gene	VCAN
C1866282	disease_gene	MAPK1
C1862475	disease_gene	IQCB1
C0010278	disease_gene	LRP5
C1857679	disease_gene	STIL
C4024753	disease_gene	RP2
C0018418	disease_gene	LEPR
C0005586	disease_gene	DLG3
C0796093	disease_gene	WNT10A
C1843687	disease_gene	GJA5
C1855669	disease_gene	NOTCH2
C2700617	disease_gene	VDR
C0035229	disease_gene	SLC25A3
C1846821	disease_gene	TINF2
C0085605	disease_gene	PEX26
C0221182	disease_gene	HCCS
C0238339	disease_gene	SPINK1
C0025261	disease_gene	GRPR
C0027055	disease_gene	MIR142
C0023893	disease_gene	DUS1L
C0029434	disease_gene	SPARC
C0015300	disease_gene	CITED2
C0003469	disease_gene	GRM8
C0011570	disease_gene	PER3
C0575081	disease_gene	TLR4
C0948387	disease_gene	PCSK1
C1863360	disease_gene	GDF5
C1857486	disease_gene	SHOC2
C0521525	disease_gene	SHOC2
C0023380	disease_gene	CYP24A1
C0033774	disease_gene	THPO
C0345996	disease_gene	ITGA6
C0409336	disease_gene	TNNT1
C0040822	disease_gene	CLIP2
C0856975	disease_gene	MEF2C
C3806482	disease_gene	DSG1
C4021611	disease_gene	TGDS
C0266464	disease_gene	GPSM2
C3809811	disease_gene	DNAJC6
C1839039	disease_gene	SIM1
C0020538	disease_gene	PRKCD
C0268307	disease_gene	SLCO1B3
C4020847	disease_gene	TWIST1
C0017658	disease_gene	IFNG
C1458155	disease_gene	PCDHGB6
C0345832	disease_gene	LMNA
C0013362	disease_gene	PABPN1
C4280633	disease_gene	KDM5C
C0520927	disease_gene	BSCL2
C3714796	disease_gene	FLNB
C0033578	disease_gene	STAT3
C0266036	disease_gene	MGAT2
C0034069	disease_gene	SERPINA1
C1858656	disease_gene	GHR
C4280495	disease_gene	DHCR7
C0013595	disease_gene	TNFRSF1B
C0021296	disease_gene	TBX6
C1836542	disease_gene	PTEN
C3279575	disease_gene	TINF2
C4020885	disease_gene	TRNS2
C0009404	disease_gene	ABCB5
C0546969	disease_gene	SIX1
C0026010	disease_gene	FGFR1
C1844947	disease_gene	ASCL1
C0015934	disease_gene	RAD21
C4280635	disease_gene	SYNJ1
C0040034	disease_gene	SLC35A1
C0239946	disease_gene	SPIB
C0152200	disease_gene	CNNM4
C4280321	disease_gene	RAB3GAP2
C1959897	disease_gene	HPRT1
C0024032	disease_gene	PNPLA6
C0206708	disease_gene	MTHFR
C0265341	disease_gene	FGFRL1
C0043459	disease_gene	PEX26
C0036341	disease_gene	MOBP
C0282525	disease_gene	PEX13
C0015967	disease_gene	DDB2
C0013274	disease_gene	KCNJ8
C0235752	disease_gene	PIK3CA
C0235996	disease_gene	DGUOK
C0003862	disease_gene	EPOR
C0017668	disease_gene	INF2
C0948740	disease_gene	GLI2
C1851402	disease_gene	FZD4
C0018784	disease_gene	NF2
C0340978	disease_gene	MYH9
C0438717	disease_gene	VPS33B
C1866210	disease_gene	PDHA1
C4082243	disease_gene	UBE3A
C0020542	disease_gene	IL12B
C0025289	disease_gene	C4A
C0334634	disease_gene	GSK3B
C0231246	disease_gene	ACO2
C0027626	disease_gene	BSG
C4277682	disease_gene	SERPING1
C1864897	disease_gene	TPO
C0343073	disease_gene	LIPH
C0279680	disease_gene	TP53
C0344550	disease_gene	NDP
C3806482	disease_gene	TYK2
C0019294	disease_gene	SMAD3
C0221263	disease_gene	RAF1
C0151889	disease_gene	NDUFA2
C0700590	disease_gene	KRT6A
C0687149	disease_gene	PSMC3IP
C0042487	disease_gene	F13A1
C0542223	disease_gene	MAPT
C0151526	disease_gene	SLC17A5
C0233794	disease_gene	VAMP1
C0027746	disease_gene	CTNNB1
C1857130	disease_gene	COL1A1
C1961099	disease_gene	IL7R
C0036341	disease_gene	CEACAM21
C1843300	disease_gene	RPL21
C0028754	disease_gene	BRAF
C0002170	disease_gene	HR
C0007194	disease_gene	BRAF
C0007117	disease_gene	RASA1
C4277682	disease_gene	CCDC80
C3489396	disease_gene	LMNA
C0027686	disease_gene	TEK
C0011853	disease_gene	S1PR2
C0020455	disease_gene	ELANE
C0010417	disease_gene	SLC35D1
C0423903	disease_gene	CHRNA7
C0027498	disease_gene	FOXP1
C0035412	disease_gene	HRAS
C0376175	disease_gene	CHRNA1
C0376634	disease_gene	ERF
C0020796	disease_gene	SLC9A6
C0038356	disease_gene	TNFSF9
C0026838	disease_gene	TARDBP
C0026827	disease_gene	POU1F1
C4280655	disease_gene	PEX6
C0524851	disease_gene	WDR45
C0032227	disease_gene	LBR
C0007758	disease_gene	NDUFS8
C2937358	disease_gene	HMOX1
C1851722	disease_gene	IGF2
C1833058	disease_gene	FOXP3
C3714745	disease_gene	NHP2
C0011581	disease_gene	TBX18
C4021776	disease_gene	CTNS
C0009421	disease_gene	CACNA1A
C0033578	disease_gene	TYMS
C0036572	disease_gene	TYROBP
C0426414	disease_gene	ZBTB24
C0085397	disease_gene	HP
C0005695	disease_gene	ANPEP
C4277682	disease_gene	ATP6V1D
C0025362	disease_gene	AHCY
C0011853	disease_gene	S1PR4
C0741796	disease_gene	MS4A1
C0009806	disease_gene	DDOST
C1317785	disease_gene	GRIP1
C0241772	disease_gene	FIG4
C1867446	disease_gene	PMM2
C0014175	disease_gene	KRAS
C0235095	disease_gene	PEX2
C0035078	disease_gene	ACSL4
C4020891	disease_gene	SNRPN
C0005586	disease_gene	ITGAM
C0678230	disease_gene	FOXG1
C0242584	disease_gene	FASLG
C0085580	disease_gene	ATP1B1
C4023577	disease_gene	IL12A
C0333068	disease_gene	DNM2
C0235946	disease_gene	NFIX
C0013080	disease_gene	MTR
C0020517	disease_gene	CLEC4A
C0236736	disease_gene	RPS6KA5
C0494475	disease_gene	ST3GAL5
C1835581	disease_gene	BRAF
C0454644	disease_gene	RPS6KA3
C1842552	disease_gene	SGCA
C0878544	disease_gene	JUP
C0919267	disease_gene	IL11RA
C0020458	disease_gene	LIFR
C2674608	disease_gene	HSD17B4
C1843367	disease_gene	MAPK10
C4021254	disease_gene	GRIP1
C3277697	disease_gene	BRAF
C0079731	disease_gene	ATM
C0013274	disease_gene	TGFBR2
C1837482	disease_gene	MATN3
C1510497	disease_gene	AIPL1
C0339573	disease_gene	GLC1B
C0032226	disease_gene	CXCR3
C4280598	disease_gene	TCF12
C1839764	disease_gene	CRB1
C1837463	disease_gene	DSTYK
C3838883	disease_gene	GNA11
C0042076	disease_gene	ATR
C1856872	disease_gene	CLIP2
C0015934	disease_gene	PDGFRB
C0038379	disease_gene	ACO2
C0015672	disease_gene	SCNN1G
C0743359	disease_gene	TBX1
C0239174	disease_gene	WNT5A
C1168401	disease_gene	HOXA5
C1844527	disease_gene	MKRN3
C0347959	disease_gene	TRNW
C4280645	disease_gene	TXNL4A
C2265792	disease_gene	BSCL2
C0027627	disease_gene	MAPK3
C4280630	disease_gene	SHH
C0575167	disease_gene	CLIP2
C0026838	disease_gene	PFN1
C3552713	disease_gene	LMNA
C1839630	disease_gene	SPEG
C0270850	disease_gene	CASR
C4280617	disease_gene	SATB2
C1849367	disease_gene	GPC6
C4020876	disease_gene	FLI1
C2674608	disease_gene	OCRL
C1845977	disease_gene	SYN1
C1850189	disease_gene	KRAS
C0007786	disease_gene	MAPK1
C1276035	disease_gene	CNTNAP1
C3714756	disease_gene	SDCCAG8
C0266294	disease_gene	SF3B4
C0027498	disease_gene	DNASE1L3
C0026827	disease_gene	SMARCE1
C2315100	disease_gene	SCNN1A
C4280664	disease_gene	L1CAM
C4025790	disease_gene	RBMX
C0152031	disease_gene	OCRL
C0016978	disease_gene	KRAS
C0086437	disease_gene	MLXIPL
C2315100	disease_gene	AK2
C0151908	disease_gene	ERCC2
C0024421	disease_gene	ROR2
C1862152	disease_gene	FIG4
C0162834	disease_gene	TNPO3
C3809288	disease_gene	PRDM16
C4020861	disease_gene	CHSY1
C0025362	disease_gene	TECR
C1395674	disease_gene	COL5A1
C0917816	disease_gene	ATRX
C4025672	disease_gene	CD40
C4020884	disease_gene	TRNS2
C0423798	disease_gene	PLAU
C0740279	disease_gene	EXOSC3
C0339789	disease_gene	ERCC3
C0027022	disease_gene	GSKIP
C2315100	disease_gene	CDON
C4020876	disease_gene	DEAF1
C4280614	disease_gene	RDH11
C1691215	disease_gene	SALL1
C0162119	disease_gene	GBA
C0002896	disease_gene	WFS1
C0878544	disease_gene	EPG5
C0031117	disease_gene	ND4L
C4020899	disease_gene	RMND1
C3550546	disease_gene	PEX12
C0024305	disease_gene	CASP10
C1837402	disease_gene	PEX11B
C0019322	disease_gene	SMAD3
